country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Mexico,MEX,2021-01-16,463246,461025,2221,45871,55493,0.36,0.36,0,430,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-17,472142,468708,3434,8896,55835,0.37,0.36,0,433,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-18,492529,485983,6546,20387,57924,0.38,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-19,498122,488513,9609,5593,57892,0.39,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-20,501030,489628,11402,2908,44066,0.39,0.38,0.01,342,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-21,552335,534317,18018,51305,31765,0.43,0.41,0.01,246,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-22,614808,594725,20083,62473,28205,0.48,0.46,0.02,219,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-23,618768,596296,22472,3960,22217,0.48,0.46,0.02,172,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-24,629626,604441,25185,10858,22498,0.49,0.47,0.02,174,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-25,645105,616390,28715,15479,21797,0.5,0.48,0.02,169,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-26,652319,621005,31314,7214,22028,0.51,0.48,0.02,171,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-27,656044,624730,31314,3725,22145,0.51,0.48,0.02,172,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-28,657842,,,1798,15072,0.51,,,117,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-29,662217,630820,31397,4375,6773,0.51,0.49,0.02,53,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-30,670307,631298,39009,8090,7363,0.52,0.49,0.03,57,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Mexico,MEX,2021-01-31,,,43455,,5812,,,0.03,45,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/044-al-menos-1-6-millones-de-vacunas-astrazeneca-llegaran-a-mexico-este-mes-via-covax?idiom=es
Morocco,MAR,2021-01-28,0,,,,,0,,,,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/1.2.21.COVID-19.pdf
Morocco,MAR,2021-01-29,,,,,45000,,,,1219,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/1.2.21.COVID-19.pdf
Morocco,MAR,2021-01-30,90000,,,,45000,0.24,,,1219,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/1.2.21.COVID-19.pdf
Morocco,MAR,2021-01-31,126000,,,36000,42000,0.34,,,1138,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/1.2.21.COVID-19.pdf
Morocco,MAR,2021-02-01,200081,,,74081,50020,0.54,,,1355,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/1.2.21.COVID-19.pdf
Myanmar,MMR,2021-01-26,0,,,,,0,,,,Oxford/AstraZeneca,Ministry of Health,https://www.mohs.gov.mm/page/13899
Myanmar,MMR,2021-01-27,3800,,,3800,3800,0.01,,,70,Oxford/AstraZeneca,Ministry of Health,https://www.mohs.gov.mm/page/13899
Netherlands,NLD,2021-01-06,6000,,,,,0.04,,,,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-07,15000,,,9000,9000,0.09,,,525,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-08,27000,,,12000,10500,0.16,,,613,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-09,30000,,,3000,8000,0.18,,,467,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-10,34000,,,4000,7000,0.2,,,409,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-11,35500,,,1500,5900,0.21,,,344,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-12,45000,,,9500,6500,0.26,,,379,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-13,47000,,,2000,5857,0.27,,,342,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-14,,,,,5143,,,,300,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-15,55000,,,,4000,0.32,,,233,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-16,,,,,5143,,,,300,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-17,77000,,,,6143,0.45,,,359,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-18,,,,,7024,,,,410,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-19,,,,,6762,,,,395,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-20,100000,,,,7571,0.58,,,442,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-21,,,,,9500,,,,554,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-22,135000,,,,11429,0.79,,,667,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-23,,,,,10687,,,,624,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-24,146612,,,,9945,0.86,,,580,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-25,,,,,9455,,,,552,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-26,,,,,8965,,,,523,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-27,,,,,8476,,,,495,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-28,,,,,6581,,,,384,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-29,,,,,4687,,,,274,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-30,,,,,4463,,,,260,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-01-31,176286,,,,4239,1.03,,,247,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Netherlands,NLD,2021-02-01,248055,,,71769,13886,1.45,,,810,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Northern Cyprus,,2021-01-14,0,,,,,0,,,,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Cyprus,,2021-01-15,,,,,994,,,,2601,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Cyprus,,2021-01-16,,,,,994,,,,2601,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Cyprus,,2021-01-17,,,,,994,,,,2601,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Cyprus,,2021-01-18,,,,,994,,,,2601,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Cyprus,,2021-01-19,4968,,,,994,1.3,,,2601,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Cyprus,,2021-01-20,,,,,1163,,,,3043,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Cyprus,,2021-01-21,,,,,1284,,,,3359,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Cyprus,,2021-01-22,11000,,,,1429,2.88,,,3739,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
Northern Ireland,,2020-12-13,3623,3623,,,,0.19,0.19,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-14,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-15,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-16,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-17,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-18,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-19,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-20,16068,16068,,,1778,0.85,0.85,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-21,,,,,1829,,,,966,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-22,,,,,1880,,,,993,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-23,,,,,1931,,,,1020,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-24,,,,,1982,,,,1047,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-25,,,,,2033,,,,1074,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-26,,,,,2084,,,,1101,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-27,31016,31016,,,2135,1.64,1.64,,1127,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-28,,,,,2054,,,,1085,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-29,,,,,1972,,,,1041,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-30,,,,,1890,,,,998,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2020-12-31,,,,,1808,,,,955,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-01,,,,,1726,,,,911,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-02,,,,,1645,,,,869,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-03,41956,40685,1271,,1563,2.22,2.15,0.07,825,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-04,,,,,2360,,,,1246,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-05,,,,,3157,,,,1667,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-06,,,,,3954,,,,2088,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-07,,,,,4751,,,,2509,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-08,,,,,5548,,,,2930,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-09,,,,,6345,,,,3351,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-10,91954,78005,13949,,7143,4.86,4.12,0.74,3772,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-11,99475,84187,15288,7521,7197,5.25,4.45,0.81,3801,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-12,109257,91417,17840,9782,7574,5.77,4.83,0.94,4000,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-13,121711,102701,19010,12454,8332,6.43,5.42,1,4400,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-14,133831,114567,19264,12120,9044,7.07,6.05,1.02,4776,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-15,137380,117906,19474,3549,8530,7.25,6.23,1.03,4504,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-16,140561,120387,20174,3181,7964,7.42,6.36,1.07,4206,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-17,146733,125717,21016,6172,7826,7.75,6.64,1.11,4133,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-18,154436,132857,21579,7703,7852,8.16,7.02,1.14,4146,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-19,160396,138436,21960,5960,7306,8.47,7.31,1.16,3858,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-20,166538,144212,22326,6142,6404,8.79,7.62,1.18,3382,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-21,173549,151039,22510,7011,5674,9.16,7.98,1.19,2996,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-22,177026,154366,22660,3477,5664,9.35,8.15,1.2,2991,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-23,178331,155644,22687,1305,5396,9.42,8.22,1.2,2849,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-24,182355,159642,22713,4024,5089,9.63,8.43,1.2,2687,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-25,186112,163317,22795,3757,4525,9.83,8.62,1.2,2390,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-26,191050,168140,22910,4938,4379,10.09,8.88,1.21,2312,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-27,199211,175284,23927,8161,4668,10.52,9.26,1.26,2465,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-28,220201,196131,24070,20990,6665,11.63,10.36,1.27,3520,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-29,228211,204065,24146,8010,7312,12.05,10.78,1.28,3861,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-30,238924,214601,24323,10713,8656,12.62,11.33,1.28,4571,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2021-01-31,246421,221809,24612,7497,9152,13.01,11.71,1.3,4833,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Norway,NOR,2020-12-27,5,5,,,,0,0,,,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2020-12-28,605,605,,600,600,0.01,0.01,,111,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2020-12-29,1673,1673,,1068,834,0.03,0.03,,154,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2020-12-30,2095,2095,,422,697,0.04,0.04,,129,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
